,asin,reviewerName,reviewText,overall,summary,post_neg,original_title,overview
337,B000H0YRNY,Carol Kassel,My daughter started watching this show. She is a fan of Johnny Test and Kick Buttowski and if your kid likes those they'll like this too.,5,Great for a seven-year-old!,1,A Good Day to Die Hard,Iconoclastic take-no-prisoners cop John McClane finds himself for the first time on foreign soil after traveling to Moscow to help his wayward son Jack - unaware that Jack is really a highly-trained CIA operative out to stop a nuclear weapons heist. With the Russian underworld in pursuit and battling a countdown to war the two McClanes discover that their opposing methods make them unstoppable heroes.
338,B000H0YRNY,"Cheryl Carroll ""truckerbabe""",she started it and left it. didn't like the action on it. would not have chosen if she were older to decide her level of programs for  her age.,1,boy show,0,The Alamo,Based on the 1836 standoff between a group of Texan and Tejano men led by Davy Crockett and Jim Bowie and Mexican dictator Santa Anna's forces at the Alamo in San Antonio Texas.
339,B000H0YRNY,Chris,My kid loves this show. He was sad when it stopped coming on. He loves that he has full access to it.,5,Phantom Rocks,1,The Incredibles,Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment it's time to get back into costume.
340,B000H0YRNY,Christie Hollie,Danny Phantom is made by this same people who created the Fairy oddparents. It has a great sense of humor for your teens.,5,If you like the Fairy oddparents and ghosts then you will love this show!,1,Cutthroat Island,Morgan Adams and her slave William Shaw are on a quest to recover the three portions of a treasure map. Unfortunately the final portion is held by her murderous uncle Dawg. Her crew is skeptical of her leadership abilities so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.
341,B000H0YRNY,"Christina L. Major ""Chrissykouhai""",I love Danny Phantom and I am still a fan as of now. However when I got both season 1 and 2 (or so it claims on the DVDs) I was thinking I would have all the eps and watch them even after the show was canceled. However I was very disappointed to see only just half the eps from season 1 on the first packet and the rest of it on the second one with just a few eps of season 2. My advice for all of you who love Danny Phantom and want all of the seasons don't get these DVDs. Buy them somewhere legally online and download them to your PC and watch them from there.,3,Big disappointment,0,Percy Jackson & the Olympians: The Lightning Thief,Accident prone teenager Percy discovers he's actually a demi-God the son of Poseidon and he is needed when Zeus' lightning is stolen. Percy must master his new found skills in order to prevent a war between the Gods that could devastate the entire world.
342,B000H0YRNY,Christine Hoover,My daughter loves this series.  She was so excited that she could watch this again with Amazon Prime.  Loving it!,4,Great theme song,1,Men in Black,Men in Black follows the exploits of agents Kay and Jay members of a top-secret organization established to monitor and police alien activity on Earth. The two Men in Black find themselves in the middle of the deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies. In order to prevent worlds from colliding the MiB must track down the terrorist and prevent the destruction of Earth. It's just another typical day for the Men in Black.
343,B000H0YRNY,Christopher Telfair,One of the best cartoons Nickelodeon cancelled I'm glad I can relive a small portion of my childhood through Amazon.,5,Danny Phantom,1,Toy Story 2,Andy heads off to Cowboy Camp leaving his toys to their own devices. Things shift into high gear when an obsessive toy collector named Al McWhiggen owner of Al's Toy Barn kidnaps Woody. Andy's toys mount a daring rescue mission Buzz Lightyear meets his match and Woody has to decide where he and his heart truly belong.
344,B000H0YRNY,"C. Messer ""iceman""",Great tv show they don't make them like these anymore :(Also a big plus because netflix doesn't have it :),5,Loved on TV. . . . Love it Now!,1,Unstoppable,A runaway train transporting deadly toxic chemicals is barreling down on Stanton Pennsylvania and only two men can stop it: a veteran engineer and a young conductor. Thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster.
345,B000H0YRNY,Courtney,I was very satisfied with this product.. I've watched this show since I was a little kid.. I received prompt service and my product was here on time and in really good condition. Very satisfied. Will buy from again..,5,Very Satisfied with Product,1,Rush Hour 2,It's vacation time for Carter as he finds himself alongside Lee in Hong Kong wishing for more excitement. While Carter wants to party and meet the ladies Lee is out to track down a Triad gang lord who may be responsible for killing two men at the American Embassy. Things get complicated as the pair stumble onto a counterfeiting plot. The boys are soon up to their necks in fist fights and life-threatening situations. A trip back to the U.S. may provide the answers about the bombing the counterfeiting and the true allegiance of sexy customs agent Isabella.
346,B000H0YRNY,Dennis A. Amith (kndy),"In 2004 American animator and series creator Butch Hartman had created the animated series ""Danny Phantom"".  Aired on Nickelodeon in 2004-2007 the series was produced by Billionfold Studios.""Danny Phantom"" is a series that focused on the adventures of a teenager named Danny Fenton who has parents who are well-known ghost hunters.  His parents created a Ghost Portal which would bridge the real world with the Ghost Zone but when Danny tried to use it the Ghost Portal didn't work.  But while inside the portal he turned on the ""on"" button (which his parents forgot existed) and it activated the portal.Because he was inside of the portal the portal fused with his DNA with ectoplasm and now he has been transformed into Danny Phantom.The only one that knows his secret is his best friends Sam (a goth vegetarian) and Tucker (who is a technophile and a meat-lover) but somehow Danny's parents have an inkling that one of their children may be a ghost but instead of think Danny is the ghost they think it's his older sister Jasmine.But Danny now has these powers that allow him to be a ghost which allows him to fly be invisible and eventually through the season learns that he has other powers.  And now Danny uses his powers for good against bad ghosts that are plaguing his hometown.While the series has been released on DVD before (albeit not including all episodes which frustrated ""Danny Phantom"" fans) the license for ""Danny Phantom"" has been acquired by Shout! Factory and fortunately the first season of ""Danny Phantom"" will feature all 20 episodes on DVD.Episode listing on ""Danny Phantom: Season 1' DVD are as follows (note: these are spoilerless summaries):DISC 1:EPISODE 1 - Mystery Meat  - Danny uses his new ghost powers to take on the ghost Lunch Lady.EPISODE 2 - One of a Kind  - Skulker the ghost hunter has his target set on Danny Phantom.EPISODE 3 - Parental Bonding - Danny uses his ""overshadowing"" power to take control of his dad during a parent-teacher conference.  Meanwhile a ghost amulet turns a girl that Danny likes into a dragon.EPISODE 4 - Attack of the Killer Garage Sale - Danny sells his parents ghost hunting junk not knowing that the objects have residual ghost energy and now he must take on Technus the Spectral Master.EPISODE 5 - Splitting Images - Danny uses his power to get back at Dash the school bully but accidentally triggers the ghost of Poindexter a kid who was bullied.DISC 2:EPISODE 6 - What You Want - Wish granter Desiree gives Tucker ghost powers.EPISODE 7 - Bitter Reunions - Danny meets his evil opposite Vlad Plasmius.EPISODE 8 - Prisoners of Love - Danny fears that he may be breaking his parents up when he accidentally knocks his father's anniversary gift to the Ghost Zone.EPISODE 9 - My Brother's Keeper - Jazz mistakes her younger brother's ghost hunting as a form of depression and signs him up for therapy.EPISODE 10 - Shades of Gray - A ghost wrecks a popular co-ed's school life and now she becomes a ghost hunter.DISC 3:EPISODE 11 - Fanning the Flames - Danny and Sam become romantic thanks to the musical powers of ghost rocker Ember.EPISODE 12 - Teacher of the Year  - Lancer and Danny's parents put pressure on him to ace a test.  Meanwhile Technus escapes into Danny's online game.EPISODE 13 - 13 - Jazz falls for a boy ghost Johnny 13.  Danny must become the overprotective one.EPISODE 14 - Public Enemies  - Amity Park is invaded by ghosts and the ghost sheriff wants to capture Danny Phantom.EPISODE 15 - Fright Night - Danny vs. Dash in a haunted house decorating contest.DISC 4:EPISODE 16 - Maternal Instinct - Maddie wants to bond with her son during the mother/son science seminar.EPISODE 17 - Lucky in Love - Paulina witnesses Danny's ghost transformation.EPISODE 18 - Life Lessons - Danny and Valerie Gray are forced to become parents to a sack of flour for a school assignment.  Meanwhile Skulker tries to pit the two against each other.EPISODE 19 - The Million Dollar Ghost - Vlad Master's ghost portal explodes and now he wants to use Jack Fenton's ghost portal to replace it.EPISODE 20 - Control Freaks - Sam wants to attend the Goth circus but she is unaware that the performers are ghosts.VIDEO & AUDIO:""Danny Phantom: Season 1' is presented in full screen (1:33:1) and presented in Dolby Digital.  For those familiar with this animated series ""Danny Phantom"" uses strong lines around the characters and bold colors.  In fact the series is quite vibrant and colorful and looks great on DVD.Dialogue special effects and music are quite clear coming through the center and front channels.  I chose to watch the series via stereo on all channels for a more immersive soundscape but for the most part picture and audio quality for this series on DVD is very good.SPECIAL FEATURES:""Danny Phantom: Season 1' comes with no special features.JUDGMENT CALL:In our household Butch Hartman animated series reigns supreme.  Every morning my young son must have his dose of ""The Fair Odd Parents"" or ""T.U.F.F. Puppy"" and before these two series he was all about ""Danny Phantom"".If anything it was an introduction for him as a young child to watch a series that brings a ghost hunter taking on bad ghosts in a hilarious and fun way.And many times I have watched this series with him and what I liked about it is that it was a series crafted not just for the kids but also for teens or adults.  These were continuous storylines that feature a young teenager with his powers and also dealing with high school bullies being unpopular but enjoying life by hanging out with friends but taking on bad ghosts.  So in a way it has a similarity to popular superhero storylines such as Spider-Man and Superman (but in a more Dr. Strange meets Ghostbusters kind of way).  And also he is a character that is not perfect and that many kids probably can relate to.Also the artistic look of the series especially with its character designs and its bold strokes will no doubt capture your attention and it's a visual style that continues today through Hartman's latest animated series.But the series has a lot of factors that make is so accessible and entertaining.  From Danny's family to his best friends but also the other characters that he meets through school or the ghosts that he encounters there's always something new in each episode and not rehash of the same stories over and over again.As for the DVD release yes this has been released before but in the past not all episodes were included.  With this latest DVD release from Shout Factory you get all 20-episodes on four DVD's and one can only hope that Shout continues to bring the other two seasons (including the specials and possibly newer episodes) on DVD as well.Overall if you were a big fan of ""Danny Phantom"" or young at heart and want an animated series with a ghost-busting storyline definitely give ""Danny Phantom: Season 1' a try!",5,All 20 episodes from the first season in one DVD release... Awesome!,1,What Lies Beneath,When Claire Spencer starts hearing ghostly voices and seeing spooky images she wonders if an otherworldly spirit is trying to contact her. All the while her husband tries to reassure her by telling her it's all in her head. But as Claire investigates she discovers that the man she loves might know more than he's letting on.
